Restaurant,Customer,Date,Rating,Review
Arabiata Al-Shabrawy,Zeinab E***,03 January 2023,OK,اكل بارد وبطاطس نية وفول ميتكلش والطعمية مجتش محشية
Arabiata Al-Shabrawy,Marwa S***,29 December 2022,OK,سندوتشات بارده واكياس مفتوحه وبدون سلطات ووصلت متأخر جدا جوده سيئه اخر مره اطلب منهم
Arabiata Al-Shabrawy,محمد د***,26 December 2022,Amazing,خدمة ممتازة
Arabiata Al-Shabrawy,lamiaa e***,24 December 2022,Very good,كنت طالبة ٢ ساندوتش بالليمون المعفر بس جم فول عادي..
Arabiata Al-Shabrawy,Mohammed A***,22 December 2022,OK,الوجبه كانت لا تليق باسم المطعم من نقص في العدد وصغر حجم شديد في اللحوم
Arabiata Al-Shabrawy,Taher Raafat ***,19 December 2022,OK,الجوده مش كويسه
Arabiata Al-Shabrawy,Ibrahim A***,19 December 2022,OK,البطاطس الدمياطي كانت جايه كلها توم و سبايسي اوفر
Arabiata Al-Shabrawy,Amani S***,28 November 2022,Good,عرض سئ جدا والأكل بارد والعيش كبير المفروض أنه بيكون صغير ومش جاي ف علبه زي الاعلان والطعم غير مستحب
Arabiata Al-Shabrawy,Samar M***,21 November 2022,Good,الاكل سئ بمعني الكلمة وطلبنا انهارده تاني الخضار بايظ تقريباً
Arabiata Al-Shabrawy,Mohamed H***,16 November 2022,Good,غالي جداً و الطعم عادي جدااااااااااااااااااااااااً
Arabiata Al-Shabrawy,Saba7 El-Sa3ada ツ _***,09 November 2022,Good,الاوردر وصل من غير بطاطس وبيبسي
Arabiata Al-Shabrawy,ISLAM R***,22 October 2022,OK,كلنا تعبنا من الاكل استغفر الله العظيم
Arabiata Al-Shabrawy,ثائر ا***,21 October 2022,OK,الاورد اخد ساعة و ربع و الاكل كبه بارد و الفول السوهاحي و فول المعصفر كان الفول مش مستوي و زي الظلط
Arabiata Al-Shabrawy,Zead E***,30 September 2022,Very good,الخدمة جيدة ......... لكن السندوتشات مكانتش كلها حلوة !!!
Arabiata Al-Shabrawy,Ahmed E***,29 September 2022,OK,انا بطلب من اربياتا كتير بس للاسف المرة الاخيرة كانت سيئة جدا
Arabiata Al-Shabrawy,من ز***,09 September 2022,Good,اسؤا كبدة وكفتة وحواوشي
Arabiata Al-Shabrawy,Ahmed R***,07 September 2022,Amazing,جيد جداً وممتاز 👍👍💯%
Arabiata Al-Shabrawy,Salma D***,28 August 2022,Good,الاكل سيئ
Arabiata Al-Shabrawy,Salma D***,28 August 2022,Good,الأكل كان سيئ، اخر مرة اطلب
Arabiata Al-Shabrawy,Hamoud A***,10 August 2022,OK,من اسوء المطاعم اللي طلبتها واكلتها في حياتي لا انصح بتجربته
Arabiata Al-Shabrawy,ثائر ا***,07 July 2022,OK,الفراخ كانت نشفة و محروقة و صغيرة خالص، و الله خسارة فيها الفلوس
Arabiata Al-Shabrawy,bassem e***,06 July 2022,Good,دون المستوى
Arabiata Al-Shabrawy,Hesham F***,03 July 2022,Good,دائماً بطلب من ارابياتا والأكل بيكون حلو بس المرة دي طعم الأكل مش حلو
Arabiata Al-Shabrawy,noura m***,01 July 2022,Good,. صغروا حجم الساندوتش جدا و الاكل طعمه سيئ أسوأ اوردر طلبته من طلبات.
Arabiata Al-Shabrawy,Hassan E***,17 June 2022,Good,الاكل بقا سىء فى الدقى ، حرام عليكم
Arabiata Al-Shabrawy,Mariam b***,16 June 2022,OK,اسوء اوردر الاوردر جه غلط و اتاخر جدا و لما كلمناه غيرلنا الاوردر بعد الساعة اتنين وربع تقريبا و احنا طلبينه من ١١:٣٠ تقريبا و دليفري تاني مره اسلوبه مش لائق تجربه سيئة جدا جداا
Arabiata Al-Shabrawy,Ibrahim A***,05 June 2022,OK,الجوده سيئه جدا معايا صوره السنداوتش نفسه ... و الله العظيم يعتبر فاضي اصلا
Arabiata Al-Shabrawy,Nourhan s***,03 June 2022,Good,بطاطس وحشه ومش مستويه خالص الفول ريحته وحشه اوي ، انا باطلب ع طول منه وكان كويس مش عارفه ايه اللي حصل!
Arabiata Al-Shabrawy,Eman T***,20 May 2022,OK,تجربه سيئة لن تكرر لا إلغاء الاوردار بدون اسباب مقنعه
Arabiata Al-Shabrawy,Osama E***,30 April 2022,Amazing,طرقه جميله ومرتبه لحفظ الاكل وفعلا الاكل جميل جدا
Arabiata Al-Shabrawy,لبني ا***,22 April 2022,Amazing,وصل في المعاد بالظبط
Arabiata Al-Shabrawy,Fanta D***,03 April 2022,Very good,رائع كالعاده جميل وطازه
Arabiata Al-Shabrawy,Sameh S***,27 March 2022,OK,العبش سيء جدا غير فرش
Arabiata Al-Shabrawy,Sarah R***,27 March 2022,Good,ساندوتش البطاطس بيورية كان سئ جدا وريحته وحشة ومش اللي اتوقعه من مكان زي اربياتا !!!
Arabiata Al-Shabrawy,Mohamed A***,28 January 2022,OK,تأخير مبالغ فيه
Arabiata Al-Shabrawy,Esraa S***,26 January 2022,Very good,الاوردر اتأخر
Arabiata Al-Shabrawy,Giovanni G***,30 December 2021,Very good,الاكل كان بارد جدا
Arabiata Al-Shabrawy,ahmed f***,26 December 2021,Amazing,ممتاز
Arabiata Al-Shabrawy,Saleh H***,19 December 2021,Very good,محتاجين تحسنوا شويه ى الله 😂
Arabiata Al-Shabrawy,Ahmed R***,12 December 2021,Very good,ً
Arabiata Al-Shabrawy,Saleh H***,28 November 2021,Amazing,ى
Arabiata Al-Shabrawy,Michael A***,28 November 2021,OK,للمره التالته الاوردر يجى غلط
Arabiata Al-Shabrawy,mohamed h***,13 August 2021,Amazing,تمام
Arabiata Al-Shabrawy,mohamed h***,04 August 2021,Amazing,تمام
Arabiata Al-Shabrawy,Amr A***,30 July 2021,OK,أسوا تجربة مع مطعم فاشل من جميع النواحي
Arabiata Al-Shabrawy,Ehab A***,27 July 2021,Amazing,شكرا
Arabiata Al-Shabrawy,Norhan A***,25 July 2021,Good,تعامله كان سئ جداا في المكالمة
Arabiata Al-Shabrawy,Fanta D***,20 July 2021,Good,من ناحية القيمة مقابل السعر، طلبي كان عادي
Arabiata Al-Shabrawy,Marina E***,11 July 2021,Good,الاكل بارد جدا وطعمه مش حلو
Arabiata Al-Shabrawy,Ahmad M***,09 July 2021,Amazing,شكرا
Arabiata Al-Shabrawy,أبو محمد ع***,04 July 2021,Very good,لا باس
Arabiata Al-Shabrawy,Emad M***,30 June 2021,OK,طلبت من عندهم مرتين.. مرة كلموني بعد نص ساعة قالوا لي معندهمش ورق عنب، وبعدها بربع ساعة كلموني تاني معندهمش بصارة فلغيت الاوردر.. المرة اللي بعدها الاوردر أتأخر ساعة وكل ما اكلمهم يقولوا لي ٣ دقايق، مع العلم كان اوردر الساعة ١٢ بالليل يعني مفيش زحمة وأنا ساكن على بعد ١٠ دقايق من المكان
Arabiata Al-Shabrawy,Mohamed N***,07 June 2021,OK,الاكل ليس بالجودة نهائيا
Arabiata Al-Shabrawy,Mohamed E***,01 June 2021,Good,"الاهتمام بساندوتش الشاورمة لانه شبه فاضى و الشاورما اللى فيه قليلة قوى و الكبدة ناشفه مش مستويه , الأكل كان ممكن يكون أفضل"
Treetop,ابراهيم م***,18 January 2024,OK,اكل سئ جدا جدا
Treetop,Aziz H***,20 June 2023,Good,خبز البيتزا نفسه كان محروق
Treetop,Zeinab D***,23 May 2023,OK,البيتزا كانت محروقة و طعمها سئ جدا اخر مره للاسف
Treetop,Omnia Z***,16 May 2023,OK,الاكل وحش جدااا
Treetop,Jwideh Jwaid ***,22 December 2022,Amazing,ليه مقفول ايه السبب
Treetop,Rami T***,27 October 2022,OK,طعم ليث بجيد
Treetop,Mina M***,23 October 2022,Amazing,باقي الفلوس
Cold Stone Creamery,Barbara V***,27 August 2022,Good,كنت طلبة extra pecan ومحطوش على الايس كريم ودفعت تمنه
Cold Stone Creamery,Omar M***,15 July 2022,OK,ايه فايدة اني اطلب ايس كريم يوصلني سايح جدا بعدها بساعتين و ربع
Cold Stone Creamery,Asmaa n***,09 July 2022,OK,الاوردر سئ الفاكهة متجمدة تماما ومالوش اي علاقة بالصورة لا حجم ولا شكل والطعم وحش.. من اسوء التجارب علي الاطلاق
Cold Stone Creamery,Mostafa H***,24 June 2022,OK,الاحجام كلها جت زي بعض مع اني طلبت احجام مختلفة و الايس كريم كان سايح مية ممعهوش تلج حتي
Cold Stone Creamery,Zeinab A***,09 June 2022,Good,الايس كريم جه سايح و وقت الدلفري ساعتين
Cold Stone Creamery,Ahmed H***,04 June 2022,OK,زفت وأداء غريب وتأخير وفى الأخر الطلب مختلف تماما
Cold Stone Creamery,Raghda Osama ***,04 May 2022,OK,البسكوت كله جه مكسر و الايسكريم سايح
Cold Stone Creamery,Weaam S***,27 April 2022,OK,تجربه سيئه جدا و تأخير اكثر من ساعتين و عدم وجود ارقام للتواصل مع خدمه التوصيل الاوردر خاطيء تماما و غير ما تم طلبه
Cold Stone Creamery,mai i***,18 March 2022,Very good,حلو
Cold Stone Creamery,Mohammed Gamal Ayoub ***,04 March 2022,Amazing,جامد جدا .. طعمه حلو سواء كبار او اطفال حبيناه جدا .. بس نفسي يرجعوا الدارك شيكولات والشيس كيك ..
Cold Stone Creamery,Mohammed Gamal Ayoub ***,12 February 2022,Amazing,الايس كريم طمعه جميل جدا وممتاز كلنا اطفال وكبار حبيناه ..
Cold Stone Creamery,shaimaa r***,02 December 2021,OK,الاورد جاى غلط
Cold Stone Creamery,ramy g***,11 November 2021,Amazing,روعه شكرا طلبات
Cold Stone Creamery,Aliaa M***,11 November 2021,Amazing,الجوده ممتازه
Cold Stone Creamery,Sara E***,13 October 2021,Amazing,الاورد وصل مظبطو وبسرعه والتغليف متتاز وشكل العلبه من بره فظيعه
Cold Stone Creamery,nada E***,27 September 2021,Amazing,حلو جدا
Cold Stone Creamery,Marehan ಌ Mahmoud ***,13 September 2021,Good,توروته ايس كريم زبادي توت مفيهاش طعم التوت طعمها كله زبادي
Cold Stone Creamery,Dina Z***,10 September 2021,OK,اطلب اوردر من الساعة ٩ لحد الساعة ١٢ مايوصلش واتصل بالفرع مرتين يقولى خرج من الفرع وفى الاخر مفيش حاجة توصل
Cold Stone Creamery,soraya m***,30 July 2021,Good,الايس كريم وصل سايح جدا خدمة التوصيل غير مجهزة بحافظات للبرودة
Cold Stone Creamery,Eman M***,22 July 2021,Amazing,شكراً
Cold Stone Creamery,Eman M***,19 July 2021,Amazing,شكراً
Cold Stone Creamery,Eman M***,15 July 2021,Amazing,شكرًا
Cold Stone Creamery,ziad M***,16 June 2021,Very good,الدليفري جه بسرعة هي الكمية مكنتش زي بعض في الاتنين و الاسبرنكلز مش من الطويلة الرفعية من المدورة بس كان طعمه حلو و ياريت تبقو تحطو ميلك شيك بقي
Cold Stone Creamery,First Name L***,20 May 2021,Amazing,"كان تغليف الطلب ممتاز, وقت التوصيل كان سريع جداً, كان الأكل لذيذ جداً وفاق توقعاتي"
Cold Stone Creamery,وليد م***,22 March 2021,OK,الايس كريم بعد التاخير ساعتين، جه سابح و المحل اتصل و قال ابلغكم علشان يبعتوا غيره بكره
Cold Stone Creamery,captain M***,15 March 2021,Amazing,"كان تغليف الطلب ممتاز, حسيت ان نوعية الأكل كانت ممتازة بالنسبة للسعر, وقت التوصيل كان سريع جداً, كان الأكل لذيذ جداً وفاق توقعاتي"
Cold Stone Creamery,Karrar A***,04 February 2021,Amazing,بكل صدق وأمانة هذا المنتج لا يوجد له مثيل في مصر المحروسة (يعني الايسكريم في اجود حالاته وكما يجب أن يكون)
Cold Stone Creamery,Karrar A***,04 February 2021,Amazing,افضل ايسكريم في مصر المحروسة
GAD,Fatma A***,03 February 2024,OK,السندويش وصل بارد ومفتوح الكيس الكبده خارج الكيس والعيش فاضي
GAD,Samia S***,30 January 2024,OK,الساندويتشات جت عليها طحينة و الفول جه عليه سلطة مع انى طالبة كله من غير سلطات او طحينة
GAD,Nawal E***,28 January 2024,OK,طعم ورائحة الفلافل سيئه جدا والمخلل سئ جدا...
GAD,Ahmed Altejani ***,27 January 2024,OK,زود الحساب ٥٠ جنيه الأكل جا من غير فاتورة
GAD,aya w***,26 January 2024,OK,البطاطس كلها جايه ساقعه و الموتزاريلا محطوطه حته على بعض مش متسيحة ولا اي حاجة
GAD,Khalid A***,25 January 2024,Very good,السجق كان مش طيب
AL YEMEN MANDI,Anan M***,29 January 2024,Good,كميه أرز قليله جدا ع سعر
AL YEMEN MANDI,Sara K***,26 January 2024,OK,كميه السلطه الخضراء معلقتين صغير فقط و التغليف سيء والاكل بارد و مفتوح من الجانب وكميه اللحم قليله
AL YEMEN MANDI,Mhammad A***,26 January 2024,OK,لحمة سيئة جداً وجلد كثير في اللحمة
AL YEMEN MANDI,Adel S***,22 January 2024,OK,اكل زززززي الززززفت
AL YEMEN MANDI,ابرار ا***,17 January 2024,OK,طعام قديم ليس طيخ جديد
AL YEMEN MANDI,Qutaiba a***,15 January 2024,Amazing,اللحم بارد والأرز قليل و ريحه اللحم مش كويسه جدا اول مره واخر مره اطلب من مطعم هذا 👎🏽👎🏽👎🏽
AL YEMEN MANDI,عبيد ا***,12 January 2024,OK,التغليف مفتوح واكلين منه طلب مني زيادة فلوس
AL YEMEN MANDI,Bandar A***,12 December 2023,OK,الرز ناشف وقديم ، واللحم كذلك ،، والكبده اقل من عاديه
AL YEMEN MANDI,Abu K***,23 November 2023,Amazing,والله احلئ أكل يمني اكلته في مصر من حيث السعر والكميه والطعم والنظافه اتمنئ لكم التوفيق
AL YEMEN MANDI,Dhme Z***,07 November 2023,OK,تعامل سيء للغايه جودة الطبخ سيئه تأخير في الطلب لا انصح احد يتعامل معاهم
AL YEMEN MANDI,Wadha A***,16 October 2023,Amazing,كمية الرز قليلة مره على نصف دجاجة
Wok and Walk,Esraa A***,30 January 2024,Amazing,مؤدب واخلاق وجه بكل هدوء وسرعه سلم الاوردر من غير اي مجهود للعمل
Wok and Walk,Yamen A***,24 January 2024,Good,الطعم و الكواليتى مش احسن حاجة
Wok and Walk,Bassant ShaȜrawy ***,20 January 2024,Amazing,الاوردر جالى ناقص ال spring rolls
Wok and Walk,Mahmoud Afifi Nasr N***,09 January 2024,OK,اسواء تجربة اكل انا رميت الاكل حرفيا رميت فلوسي في الارض الاكل مالح جدا لا يصلح لبشر
Wok and Walk,Na H***,06 January 2024,OK,لقد. كان اسواء ما رأته عيني وذاقه فمي. من المطعم لملعقة تذوق أبائكن النفايات
Wok and Walk,Ahmad Y***,03 January 2024,OK,الاوردر كان ناقص و بارد كمان و الكلام دا بعد ما كانو غلطانين في طلب يعني باختصار تجربة سيء
Kyoto Sushi,Eman S***,28 December 2023,Good,الاوردر وصل ناقص علبة الصوص
Kyoto Sushi,Manora M***,27 December 2023,OK,الحجم صغر اوى ومفيش تنوع خالص وبديلافوكادو بخيار !!
Maison Thomas,dllall a***,01 January 2024,OK,كان في شعر بالاكل ولي ٣ ايام انتظر مبلغ الطلب بلغني عن الحساب مبلغ ولكن الفاتوره مختلفه ومش محلل فيهم ابداً
Maison Thomas,Dr.Kholoud B***,17 November 2023,Good,طعم البيتزا غير لذيذ الصوص ماله طعم
Maison Thomas,Nurhan N***,28 August 2023,Good,انا بطلب البيتزا دي دايما اول مرة تيجي مزيته كده و البطاطس والسلطة كلتها بايدي عشان مجبوش شوكة حتي !
Maison Thomas,Zizi Asker ***,17 April 2023,OK,اسوء دليفرى بجد ناس مش محترمه
Maison Thomas,Hanan Elmgawab ***,16 April 2023,Very good,الكيكة كانت سيئة و ذايبة و مذاقها ليس كالمعتاد اطلاقا
Maison Thomas,mohammed n***,07 April 2023,Good,الصلصة كانت بايضة وفاسدة وكورة الجبنة كانت باردة وقديمة مش فريش خالص
Maison Thomas,Hany A***,13 January 2023,Good,اسوء حاجه انك تطلب من خلال طلبات
Maison Thomas,Hany A***,23 November 2022,OK,متكلش من توماس بعد الساعه ١٢ بليل الاكل فى منتهى السوء
Beirut Express,Mohmd A***,29 January 2024,OK,الحمص معفن
Beirut Express,Narjis A***,04 November 2023,OK,خبز الثوم جداً فاشل
Beirut Express,Abdullah A***,13 September 2023,OK,مطعم مخادع ويعرض الصورة على الموقع وعند الطلب يأتي طبق اخر وغير صالح للاكل صلاحيته منتهي وله رائحة.
Bad Jones,daLia h***,07 January 2024,Good,المواعيد الاكل كويس جدا بس بيتاخروا اوي
Bad Jones,Ahmad B***,07 January 2024,Very good,الاستواء ***
Bad Jones,Galal B***,30 December 2023,Very good,البطاطس وحشة و قليلة، البرجر ملغوص و مش باين فيه طعم اللحمة، المكرونة بالجبنة حلوة و الجوانح كويسة
Bad Jones,ريو إ***,26 December 2023,Amazing,احسن برجر في القاهرة بلا شك وهطلب مرة تانية قريب
Bad Jones,Karim S***,01 December 2023,Amazing,أووووو جاااامد
Nour 3la Nour,Nader A***,16 January 2024,OK,اسوء اكل أكلته ف حياتى
Nour 3la Nour,مقدم مصطفي ا***,05 January 2024,Amazing,انسان محترم. شكرا. لتوصيلك الاوردر واخلاقك
Nour 3la Nour,Amr A***,06 December 2023,Good,الطعم مش احسن حاجة والفراخ مش مشوية
Nour 3la Nour,Bilal N***,07 November 2023,Amazing,كله تمام ، الله ينور على ابناء الحاج سيد رحمه و نور عليه
Nour 3la Nour,Hussein E***,02 October 2023,Amazing,بجد اكل مصرى تحفه و شكرا للشيف ناس عندها ضمير و عارف بيعمل ايه
Nour 3la Nour,Muhammad H***,01 October 2023,Amazing,الفراخه لذيذه بس بقت بتيجي زفره اليومين دول
Nour 3la Nour,Muhammad H***,28 September 2023,Amazing,ممتاز جدا فراخ لذيذه وجودة ممتازه وسعر ممتاز اتمنى تستمرو في نفس المستوى
Nour 3la Nour,Sohaila M***,24 September 2023,OK,الفراخ مش مستوية و كان فيها دم. أوحش تجربة في حياتي.
Nour 3la Nour,Manar G***,20 September 2023,Good,متبله كويس لكن الفرخه مش مستويه
Nour 3la Nour,Heba A***,12 September 2023,OK,الطلب كان مكتوب إنه فيه ربع فرخة وخضار وسلطة وأرز وطحينة لقيت ربع فرخة مع طحينة رديئة الجودة و2 رغيف عيش صغير فقط
Qedra And Grilla,nermin K***,30 January 2024,Amazing,ممتاذ
Qedra And Grilla,Hussien A***,22 January 2024,Amazing,وجبة ممتازة
Qedra And Grilla,nermin K***,22 January 2024,Amazing,طعم البرجر بجد حلو استمروا ⭐
Qedra And Grilla,عمرو ع***,18 January 2024,Amazing,تاني مرة اجرب الاكل من عندكم. جميل جدا الصراحة
Qedra And Grilla,معاوية ا***,12 January 2024,Amazing,شكرا لجودة الاكل
Qedra And Grilla,حاتم فؤاد م***,08 January 2024,Amazing,شكرا لجودة الاكل
Qedra And Grilla,nermin K***,25 December 2023,Amazing,الفرايز تشيكن ستربس جامده و الكميه حلوه
Qedra And Grilla,سماح ع***,24 December 2023,Amazing,سندوتش الزنجر تحفة وسعرة معقول جدا😍
Qedra And Grilla,Tina A***,19 December 2023,Amazing,تحفه
Qedra And Grilla,شادي إ***,18 December 2023,Amazing,ممتاز والكمية جيدة جدا
Qedra And Grilla,A M Y***,11 December 2023,Amazing,البرجر ممتاز .
Qedra And Grilla,nermin K***,30 November 2023,Amazing,الكفته المشويه جامده و التغليف كويس،شكرا
Qedra And Grilla,احمد النبوي A***,27 November 2023,Amazing,وجبة الكفتة والريزو ممتازة
Qedra And Grilla,Noha F***,09 November 2023,Amazing,البرجر جميييييل،👍
Qedra And Grilla,ايمن ش***,30 October 2023,Amazing,جيد جدا. الكمية كافية جدا
Qedra And Grilla,مني ع***,26 October 2023,Amazing,الاكل حلو اوي
Qedra And Grilla,Noha F***,26 October 2023,Amazing,ممتاز 👍 شكرا
Qedra And Grilla,Nour h***,15 October 2023,Amazing,البرجر رائع جدا
Qedra And Grilla,هالة خليل ن***,09 October 2023,Amazing,جميل جدا
Qedra And Grilla,Hesham A***,09 October 2023,Amazing,ممتاذ👍
Qedra And Grilla,ماجد ع***,05 October 2023,Amazing,ممتاز. احلي اكل
Qedra And Grilla,Hesham A***,25 September 2023,Amazing,طعم و تغليف حلو و الجمبرى الكرسبى ممتاز
Qedra And Grilla,Nani M***,21 September 2023,Amazing,الزنجرممتاز و السعر كويس
Qedra And Grilla,Hatem H***,20 September 2023,Amazing,حلو جدااا
Qedra And Grilla,Shady N***,20 September 2023,OK,الاكل جابلي تسمم
Qedra And Grilla,Essam M***,31 August 2023,Amazing,تجربه ممتازه، الكفته مظبوطه جدا و الطعم حلو و البرجر كمان طلع ممتاز👍
Qedra And Grilla,Cherry S***,30 August 2023,Amazing,حلو جدا👍شكرا
Qedra And Grilla,laila A***,24 August 2023,Amazing,هوت تشيزى ستربس فرايز جامده و الكميه كويسه جدااا وساندويتش الزنجر اكتر من رائع🔥🥰
Qedra And Grilla,Lubna E***,16 August 2023,Very good,حجم وجبات المكرونه كبير انا اتفاجئت! الوايت صوص حلو و الكوردن و السجق حلوين عالسعر الصلصه بس دلعه
Qedra And Grilla,Ahmad F***,07 May 2023,Amazing,الكفته المشويه رائعه الاكل كله جميل بصراحه و التغليف حلو😍
Qedra And Grilla,Tamer M***,16 March 2023,Amazing,البرجر بالجبنه و الزنجر حكايه بجد الاكل جميل ❤️ شكرا
Qedra And Grilla,ola o***,14 March 2023,Amazing,جميل
Qedra And Grilla,Geka M***,13 October 2022,Amazing,بجد احلى ساندويتش كوردون بلو أكلته فى حياتى ممتاز
Qedra And Grilla,Hani A***,11 June 2022,Amazing,ممتاز
Qedra And Grilla,Hani A***,10 June 2022,Amazing,ممتاز
Qedra And Grilla,Ibrahim Y***,20 March 2022,OK,العيش وحش جداً و البرجر رفيع جداً تقريبا ١٢٠ ل ١٣٠ جرام
Qedra And Grilla,Geka M***,14 December 2021,Amazing,حلو جدا ساندويتش البرجر بيج تيستى جامد و السجق الشرقى كمان💯
Qedra And Grilla,Shimy F***,14 December 2021,OK,الاكل كان بشع اول واخر مره بجد
Qedra And Grilla,Lele B***,07 December 2021,Amazing,حلو جدااا
Qedra And Grilla,Nahla F***,16 October 2021,Amazing,ممتاز،🥰 شكلى هدمن الاكل من عندكم احسنتم تتبيله هايله للتشيكن استربس و الكميه حلوه💯
Qedra And Grilla,Nahla F***,29 September 2021,Amazing,كله ممتاز احسنتم و الكوردون بلو و الكرسبى تحفه جدا،🥰
Qedra And Grilla,محمد ا***,01 August 2021,Amazing,تشيكن ستربس بجد تتبيله رائعه عجبنى و فرش اوى ساندويتش تكساس فاير طعمه حلو و سبايسى صح .
Qedra And Grilla,samy S***,27 July 2021,Amazing,السجق الشرقى و المكرونه جامدين بصراحه و الكميه حلوه جدا اول مره اطلب من عندكم و بالتوفيق إنشاءالله
Qedra And Grilla,Salma A***,26 July 2021,OK,تجربة سيئة جدا الاكل رميته الفراخ مش مستوية خالص الاستربس
Qedra And Grilla,Ayat Hassan Saad ***,11 July 2021,Very good,الدجاج الاستربس كان جميل اوي و طازه و تتبيله كويسه بس المكرونه كانت شبه معجنه و البطاطس مليانه زيت فياريت نتجنب ده في الأوردورات اللي جايه لاني هطلب منكم كتير الفترات الجايه
Qedra And Grilla,Ahmed H***,08 July 2021,OK,جوده الأكل سيئه للغايه
Cholo's Burger,Ayman A***,05 February 2024,Amazing,شكرا جدا
Cholo's Burger,Mohamed R***,11 January 2024,Amazing,،♥️♥️♥️♥️♥️♥️
Cholo's Burger,Mohamed H***,09 January 2024,Amazing,زين كتير
Cholo's Burger,Abdelrahman A***,08 January 2024,Amazing,شكرا لكم
Cholo's Burger,Mohamed H***,02 January 2024,Amazing,تحفة اوووووي
Cholo's Burger,Ahmed M***,22 December 2023,Good,مش حلو للاسف
Cholo's Burger,Mohamed H***,21 December 2023,Amazing,شكرا ليكم احلي براند مصري❤️
Cholo's Burger,Abdelrahman A***,19 December 2023,Amazing,جميل اوووي تسلمو ♥️
Temry Market,Abdelrahman A***,06 January 2024,OK,السائق يدخل العمارة ويبدأ فى البحث عن شقة ضمن ٤ شقق بالدور دون أن يكلف نفسه المكالمة
Temry Market,عبدالرحمن م***,08 November 2023,OK,المندوب الذي وصل الطلب قام بسرقة شوز من امام الباب و موضح ذلك في الكامرات المندوب الذي وصل الطلب قام بسرقة شوز (الكتش)من امام الباب و موضح ذلك في الكامرات حركة سيئه للغايه.
Sag & Shawarma,Hussain M***,31 January 2024,OK,الفطيره عباره عن زيت فقط يا ريت لو كان في حته أضيف صوره عشان شكل الطلب
Sag & Shawarma,Asmail G***,30 January 2024,OK,الاكل كان بارد وا غير اني لقيت علي الفراخ شغر
Akleh,mero A***,Today,Amazing,،😋😋😋
Akleh,Mohamed j***,29 January 2024,Amazing,كواليتي محترمه
Akleh,Mohamed R***,29 January 2024,Amazing,الاكل ممتاز جدا و مزيد من التقدم والنجاح
Akleh,Ali A***,29 January 2024,Amazing,مطعم ممتاز
Akleh,زينا ا***,19 January 2024,Very good,الاسعار مبالغ فيهاا
Akleh,زينا ا***,17 January 2024,Very good,الكميات قليييلة جدا جداا الفلافل سعره ٥٢ وصغيرة اوي!!
Akleh,Mohamed S***,16 January 2024,Amazing,ممتاز وطعم مميز
Akleh,Mohamed R***,10 January 2024,Amazing,الاكل جميل جدا و سخن و فريش و خدمة ممتازة و كواليتي 100٪
Akleh,Mohamed S***,07 January 2024,Amazing,ممتاز جداً
Akleh,زينا ا***,01 January 2024,Good,الفلافل صغيره جدددا مش بتاعت سعرها خالص والطلب وصل بارد وبياخدوا وقت طويييل في تجهيز الطلبات
Akleh,zainab ***,21 December 2023,Good,المسخن مو نفس الصورة وطعمه مايشبه المسخن!!! والطلب تاخر اكثر من ساعة
Akleh,Roqia s***,11 December 2023,Amazing,احلى مطعم سورى و اكله نضيف
Akleh,Roqia s***,06 December 2023,Amazing,حلو اوووى
Akleh,Amera A***,22 November 2023,OK,ناشف مو نفس كمية ونوع الطلب
Akleh,Mohamed L***,01 November 2023,OK,الاكل جالي غلط وناقص وكلمت المطعم مبعتوش الحاجات اللي ناقصه والا بعتوا الاوردر الصح وكنت دافع كريديت
Akleh,mohamed f***,18 October 2023,Amazing,ممتاز
Akleh,صقر ص***,10 October 2023,Good,سندوش كرسبي ب ٦٩ جنية بحجم الكف ومليان كتشب وقطعتين شيش مايطلع وزنهم ٤ غرام !!!؟ فعلين اكلت كتشب !!!
Akleh,عزة ا***,23 September 2023,OK,اللكل بائس ولا له اي علاقة بالشام واكل الشام فاكرين الناس كلها هابلة ويتضحك عليها باي تخبيص بالاكل
Akleh,Tuqaa A***,11 September 2023,OK,ما رجعلي 10 ج من الفكة
Akleh,Youssef A***,06 September 2023,OK,اوحش تجربة في حياتي والله الاكل اترما كله في الزباله
Akleh,Mohamed R***,02 May 2023,Amazing,جودة عالية و خدمة ممتازة
Akleh,mohamed f***,01 May 2023,Amazing,ممتاز
Akleh,عمرو ح***,01 May 2023,Amazing,ممتاز
Akleh,MoHaMeD S***,30 April 2023,Amazing,ممتاز
Akleh,Muhammed M***,23 February 2023,Good,الفراخ زفرة
Akleh,Shadwa E***,23 February 2023,OK,الشيش طاوق كان سىء و مش مستوي و الاكل كان بارد جداا
Akleh,osama a***,10 January 2023,Very good,كويس حلو
Akleh,Kareem H***,24 December 2022,Good,الاوردر موصلوش حد من طلبات، وصله رجل كبير ربنا يقويه الاوردر كان كبير جدا عليه لوحده خصوصا ان مفيش بوش ولا حاجة كان شايله على ايده و جي مشي من المحل لحد اللوكيشن، الfeedback ده مش عشاني ولا عشان السواقين ولا المحل عشان الاكل فعلا كان حلو جدا، بس ده عشان ميطلعوش الرجل الكبير ده تاني صعب عليه جدا الحركة و المشورة دي كلها ربنا يقويه
Akleh,Yasmin M***,21 December 2022,OK,العيش كان ناشف لدرجة انه مابيتقطعش بالسكينة
