Restaurant,Customer,Date,Rating,Review
Al Dahan,ashraf e***,03 January 2024,Good,1. I fee quantity is not enough. 2. Parsely is full of sand. 3. no extra bread.
Al Dahan,Islam W***,29 December 2023,Very good,Delivery time should be a much less
Al Dahan,Nour E***,27 December 2023,OK,order came SO COLD although we asked the restaurant to make sure it’s hot. The sandwiches were dry
Al Dahan,Rii ***,12 December 2023,OK,so spicy impossible to eat
Al Dahan,Muaz Nasser-Eldeen ***,08 December 2023,OK,And He give me another reciet with 15 L.E. must to pay it
Al Dahan,Haytham F***,05 December 2023,OK,the delivery man take the full amount and the order was by card and we find that when he left
Al Dahan,Abdelrhman A***,02 December 2023,OK,garbage rude driver kept shouting and asing for the locatioand i literally explained where
Al Dahan,Maha A***,30 November 2023,Good,The grilled chicken was cold and not fresh very bad experience the food not as good as before 😔
Al Dahan,Mohammed M***,26 November 2023,Good,The salad wasn’t fresh.. and my request has been ignored.
Al Dahan,Heba E***,08 November 2023,Good,I ordered lamb kabab and they got me veal instead the kabab wasn’t as usual not juicy and hard
Al Dahan,Mariam Y***,07 November 2023,OK,It took 2 and half hours and the food was very cold and the quality of it was horrible!! It came in 2 and half hours and the food was very cold and horrible
Al Dahan,Ghadar Abd ElRaouf ***,17 October 2023,OK,not good ... cold
Coffee Lab,Toqa M***,30 January 2024,OK,Very bad coffee
Vena Cuisine,Hadeel N***,24 October 2023,OK,The meat was so tough it was basically inedible. The mashed potatoes was alright
Vena Cuisine,Yasmine Younis ***,17 June 2023,Amazing,Portion of okra was too small
Vena Cuisine,Chiaki I***,31 January 2023,Very good,The veal cube we ordered looked very different from the photo on the website…
Vena Cuisine,Ghalia A***,27 July 2022,OK,The food was horrible would not recommend
Vena Cuisine,Ali R***,15 December 2021,OK,The chicken portion was small. The mash potato was liquid and tasted bad. Over all it is disappointing
Vena Cuisine,Hisham M***,10 December 2021,OK,The same thing happened last month the order is supposed to be a whole chicken 🐔 for that is the average price for a whole chicken 140 Egyptian pounds I received half very small chicken probably 400 grams maximum this restaurant changed its name recently otherwise I wouldn't have ordered from this restaurant again that is Fraudulent menu ⁉️
Vena Cuisine,Mohamed Abo Taleb ***,06 December 2021,OK,worest food experience ihave in my life
Vena Cuisine,نجوي س***,29 November 2021,Good,no dressing on salad...the arbeiata barly had any sauce in it and no spais
Vena Cuisine,Demiana A***,29 August 2021,Amazing,Delicious food 😁
I Seoul U,Tarek K***,26 December 2023,OK,I need someone to contact me nowwwww
I Seoul U,Omneya M***,17 December 2023,OK,ramen noodle recieved without a single piece of beef. they put hot soup in paper box so spilled out
I Seoul U,Alex F***,16 November 2023,Very good,Felt note of uncircumcised wild boar in all meat dishes. I hope it was just my imagination
I Seoul U,Habiba G***,10 October 2023,OK,Very small portions and Tastes horrible
I Seoul U,Maria R***,10 October 2023,Good,"I ordered the noodles with chicken, it came with vegetables only"
I Seoul U,Asmara A***,06 September 2023,OK,The shrimp roll on the picture is not fried. Fresh. But what I received was fried.
I Seoul U,Aya O***,24 June 2023,OK,The kimchi ramen was actually indomi and there was a taste of soup in the tetboki waste of money
I Seoul U,Mumina B***,15 May 2023,OK,Not very authentic and hygienic
I Seoul U,Salma D***,23 April 2023,Good,"Rice was not cooked, meat was so little. Yet, so happy to eat Korean jn dokki not Maadi :D"
I Seoul U,Omnia Y***,16 March 2023,OK,"Food tasted bad, unlike our visit to the restaurant itself, the food tastes like it had soap in it and the ramen missed the most important ingredient for ramen, the SOUP! DISAPPOINTED"
I Seoul U,Kesha S***,05 March 2023,OK,"The chicken was too small of a portion for that hefty price. It was also dry, the complete opposite of what butter chicken is supposed to be."
Cholo's Burger,Ayman A***,26 January 2024,Amazing,testy and delicios
Cholo's Burger,Mustafa H***,07 January 2024,OK,It came to late
Cholo's Burger,VØӾӾ ***,01 January 2024,OK,shut the place.
NOLA,Maria M***,30 January 2024,Amazing,great bskety! cakes have become smaller but still yummy!
NOLA,Aisha M***,07 January 2024,Good,Unfortunately the strawberry wasn’t fresh at all .
NOLA,esmat g***,06 December 2023,OK,a very bad behaviour and manners and no hygine at all the man is dirty its the last time to order fr
Chinese House,Munky B***,01 February 2024,Very good,It did not taste Thai. There was no Thai basil. It was Chinese and extremely oily
Chinese House,Gemma B***,21 January 2024,Good,The note came with extra 10 LE of delivery costs compared to the bill that Talabat gave us.
Chinese House,Marisol F***,17 January 2024,Amazing,The beef was very tasty!
Chinese House,Munky B***,10 January 2024,Very good,The pasta was penne instead of spaghetti and it was complete over cooked mush.
Chinese House,Mohamed I***,08 January 2024,Good,The noodles wasnt that dood the sauce is not there
Chinese House,Lily H***,05 January 2024,OK,"I received my order from a tottaly different restaurant, this gotta be a joke! Very bad."
Chinese House,Khaled B***,24 December 2023,OK,The order Arrived from a different restaurant in Zamalek. a Thai restaurant. and i want a refund
Chinese House,Alex S***,23 December 2023,Good,"Inedible food, overcooked mush"
Chinese House,Emmy T***,04 December 2023,OK,The order was delivered from Sabai Sabai instead of Chinese House. Talabat never resolved the issue
Chinese House,Priscila G***,11 November 2023,Very good,Dumplings were falling apart. Taata was average. Soups were great
Chinese House,Hagar N***,12 October 2023,Good,"the food is contaminated, i got diarrhea."
Espanola,Yehia S***,14 January 2024,OK,"The food's quality is extremely poor. Packaging is sloppy. I will never order again from this restaurant, such a waste of money. I had to throw out half of the food"
Shawermpacha,tamer F***,31 January 2024,OK,sandwich is so bad
Shawermpacha,Youssef R***,24 January 2024,OK,poor taste and bad sauces and the food came very cold
Mashawy Studio Masr,Maggie A***,23 October 2022,Good,I ordered an orzo soup with meat. hot just orzo soup and it was a small portion
Mashawy Studio Masr,Hazem M***,03 October 2022,OK,"order delivered ok, but I paid for a mix grill chicken and beef and only got the beef. you have you fix this order or refund the difference because I paid more than what I got"
Mashawy Studio Masr,ahmed s***,05 September 2022,OK,soups spilled in bag
Mashawy Studio Masr,amani h***,01 August 2022,OK,terrible food very small molokhla portion the rice wasn't fresh chicken was tasteless overall terrible expensive won't repeat again
Mashawy Studio Masr,Khaled A***,27 July 2022,OK,salad and rise super small the grill is tasty
Mashawy Studio Masr,Ahmed G***,10 April 2022,OK,Very small portion not eortg the money st all .
Mashawy Studio Masr,Rasha h***,09 April 2022,OK,Food was horrible.it It didnt taste of anything.
Mashawy Studio Masr,sara s***,02 February 2022,Amazing,Enjoyed it
Mashawy Studio Masr,Mohamed E***,06 January 2022,Amazing,Good service
Mashawy Studio Masr,Sarah W***,15 April 2021,OK,"Horrible disgusting experience. Tarb was dry and tasted aweful, cheese sambousak was a joke, humnus with meat was an abomination. كل الاكل سيء جداً جداً وتجربة رديئة ومحبطة"
Mashawy Studio Masr,Amira A***,09 February 2021,Good,Food quality can be better
Mashawy Studio Masr,Yasser K***,05 July 2020,Good,"The order’s packaging was average , kofta so spicy"
Mashawy Studio Masr,Mahmoud Y***,30 May 2020,Amazing,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
Mashawy Studio Masr,Shady A***,16 February 2020,Amazing,The food packaging was perfect
Mashawy Studio Masr,Nouran M***,05 February 2020,OK,"I ordered the 4 sandwiches’ offer, thought they’d be small to medium..their size was not mentioned anywhere. Turned out they’re mini sandwiches!!"
Mashawy Studio Masr,Nouran M***,28 January 2020,Very good,"The food packaging was perfect, Food quality was good compared to the price"
Mashawy Studio Masr,Mohamed F***,03 January 2020,Good,Keshtaleya was tasteless
Mashawy Studio Masr,Ryan O***,07 October 2019,OK,My order didn’t arrive within the time I expected
Mashawy Studio Masr,Manar E***,23 May 2019,OK,We didn’t receive the order bad application unfortunately
Mashawy Studio Masr,Joan S***,10 June 2018,Good,"Average, very small portions"
Second Cup,Arigue A***,05 February 2024,OK,Not fresh at all
Second Cup,Zienab A***,31 January 2024,OK,"Worst cup of coffee, it is as cold and not even packed well"
El Haty Grills,norhan s***,26 January 2024,OK,The order was not delivered to me He didn’t arrive
Fresh Salad,Nadine M***,31 January 2024,OK,The salad components were frozen and full of ice crystals
Fresh Salad,Mh. E***,05 December 2023,Amazing,More than perfect 👌🏼
Fresh Salad,Joumana Jena ***,03 November 2023,Amazing,"It's really the first time I've tried fresh salad , but its truly a master piece, more than amazing,and thank you very much for the gift😋♥️♥️"
Fresh Salad,Nour D***,03 October 2023,OK,"The salad is missing the broccoli, avocado and the wulnut"
Fresh Salad,Nadine H***,25 September 2023,OK,The Rice is old & even the chicken it looks like it was kept in the Fridge for a long time
Fresh Salad,Ivana M***,31 August 2023,OK,"my order was sweet chilly chicken, i got wrong food"
Fresh Salad,Attiat G***,20 August 2023,OK,very little quinoa and the shrimp was so overcooked I threw them out
Fresh Salad,Riham S***,17 August 2023,Good,Order was missing avocados
Fresh Salad,Ahmed G***,07 August 2023,Very good,no spoon or straw
Fresh Salad,Ahmed G***,06 August 2023,Very good,no spoon or straw
Fresh Salad,Samar A. Ashry ***,01 August 2023,OK,The order had a piece of hair
Fresh Salad,Oud P***,18 July 2023,Good,small potions
Fresh Salad,Yaseen n***,09 July 2023,Good,"tuna is almost not there, pasta is the main"
Fresh Salad,H S***,19 June 2023,OK,Good is absolute trash too salty missing utensils overall 1/10 don’t recommend Delivery guy is so rude
Fresh Salad,Summer E***,15 June 2023,OK,"Ingredients are good good, avocado was too hard and isn’t ripe!"
Haty Al Sahaba,Ahmed K***,04 December 2023,OK,The food looked bad and it was cold and tasteless. It really disgusted me out and I had to threw it. The driver alone took 1 hour to arrive which made my food cold and not worth eating.
Haty Al Sahaba,Fady F***,27 October 2023,Good,The food tastes was very baaaaaad And not like the pictures Even the sausages its not balady .
Haty Al Sahaba,MaRk M***,14 September 2023,Good,That's gonna be my last order here and it sucked wasted money
Di Sforno Pizzeria,Rania E***,10 January 2024,Very good,The pizza tastes very nice but it was missing the mussles & sadly was cold.
Aboullaban Sweets,Ibrahim G***,Today,OK,The kunafa and Kol woshkur were stale and dry. Threw the kunafa away. 3rd issue in 4 orders.
Aboullaban Sweets,Nouran S***,01 February 2024,OK,One of the om ali is not baked
Aboullaban Sweets,Nadeen E***,21 January 2024,OK,An item that was ordered and full paid for was not received and i was ensured i would receive it
Aboullaban Sweets,Omar A***,25 December 2023,OK,Already sent a complaint. Completely unacceptable. The cake got completely messed up in delivery.
Man'oucheh,Mohamed Z***,04 February 2024,Very good,Cheese amount is very little
Man'oucheh,Salah D***,29 January 2024,OK,I LITERALLY ASKED FOR MY ORDER TO BE WITHOUT KETCHUP BECAUSE IM ALLERGIC!!!
Tseppas,berween e***,31 December 2023,OK,"The dessert wasn’t fresh at all, it embarrassed me inform of my guests, Last time to order Tesppas"
Chicken Tikka,Dutch d***,22 January 2024,OK,not grilled well and taste bad
Chicken Tikka,Mohammed I***,18 January 2024,Good,Very very late
Chicken Tikka,Reeman A***,03 January 2024,Amazing,portions are too small!
L'aroma Gourmet Coffee,Youssef E***,04 August 2023,OK,smoothies are just milk with flavoring/coffee was just instant coffee in a cup and order time 2 long
L'aroma Gourmet Coffee,Marwa H***,01 May 2023,OK,Coffee is tastless. U cant taste the coffee itself and the vanilla syrup is too much. Im sad to say its a disappointment really
House of Donuts,Mona M***,25 January 2024,OK,Cheese pie was totally different than the photo on the application
House of Donuts,hossam a***,07 January 2024,Amazing,food packaging is bad
House of Donuts,Farah T***,13 December 2023,OK,"i ordered filled lotus donuts and i recieved the donuts not filled with lotus , so what is that ??"
House of Donuts,Sarah n***,10 December 2023,Amazing,I received one extra donuts by mistake!
House of Donuts,DeadPool R***,17 November 2023,OK,The dounts look like they have been made in 1945 old and cold bad af iwill never order form them
House of Donuts,Sara A***,18 September 2023,Amazing,very helpful and came beofre the stated delivery time
Rigoletto,Wogod E***,22 November 2023,Very good,Portion is very small and it was halfway melted and spelled
Rigoletto,Abir K***,10 May 2023,OK,Very bad and poor packaging. Received Misteka instead of pistacio.
Rigoletto,Hadeer M***,26 October 2022,OK,Worst experience ever very poor packaging
Rigoletto,Diaa A***,10 October 2022,OK,"Pistachio ice cream tasted spoiled and salty and after checking it it was actually spoiled, a very bad experience, rigoletto. didn't quite expect it from you guys."
Rigoletto,Yasser E***,28 August 2022,OK,Never trust a EGP 25 chocolate cake. It's my fault. I highly don't recommend their chocolate cake.
Rigoletto,Ali Z***,24 July 2022,OK,Ice cream was really bad
Rigoletto,Mona A***,24 June 2022,Amazing,talabat should update their application with new prices
Rigoletto,Ismail E***,27 April 2022,Amazing,The price was changed after I ordered by the shop and they called me to say that the price has increased and it is not updated on talabat!?
Rigoletto,Engy E***,21 April 2022,Very good,It didn't come with its signature sauce
Rigoletto,Sherry B***,01 March 2022,OK,I got the wrong item
Rigoletto,Mohamed A***,22 January 2022,OK,The ordered icecream cake from Rigloetto wasn't fresh at all and felt like it's stored like from 2 months ago. This wasn't experienced before from Rigloetto at all. Really very very bad taste and experience that would be advised not to be tried ever again.
Rigoletto,Samira Boudargham ***,01 December 2021,OK,Not nice both cakes
Rigoletto,Abdelrazek E***,08 August 2021,Amazing,Thank you
Rigoletto,Emma H***,16 June 2021,OK,I received the wrong item
Rigoletto,Zeina E***,11 June 2021,Very good,I was impressed with how fast my order arrived
Rigoletto,Noelle K***,01 June 2021,OK,Wrong cake
Rigoletto,Ludan D***,16 May 2021,OK,We ordered brownies but instead of brownies we had ice cream cake
Rigoletto,Ahmed o***,25 April 2021,Amazing,Delicious
Rigoletto,Rana T***,13 April 2021,Good,It wasn’t great value for money
Rigoletto,Saleh K***,02 April 2021,Good,Food quality can be better
Rigoletto,Ramy M***,13 February 2021,OK,the order took more than 2 hours and tge food is really bad
Rigoletto,Sheref E***,29 December 2020,OK,Very bad quality cake it tasted sadly like chewing on a piece of paper i usually don’t write reports but this was an awful taste I had to write about it
Rigoletto,Abdelkhalek A***,22 December 2020,OK,I ordered an American cake bit got the heart cake
Rigoletto,odai a***,22 December 2020,OK,Very bad restaurant with bad taste
Rigoletto,Nour E***,07 July 2020,Amazing,The food packaging was perfect
Rigoletto,Walaa H***,18 July 2019,OK,I will never order again
Rigoletto,Mahmoud E***,19 May 2019,OK,"not the icecream expected from rigoletto as previous experiences, not creamy at all,icy,frozen,used to be much better"
Rigoletto,Mahmoud E***,19 May 2019,OK,"not eatable ,looks bad,smells bad,brownies have white stuff on it,wrapped in foil,and in white paper bag,box have crumbs from something else,horrible ,straight to trash"
Rigoletto,laila w***,17 May 2019,Very good,The best ice cream taste ever all flavors..
Rigoletto,Michael S***,13 May 2019,OK,very disappointing with the amount of the ice cream for the money paid
Rigoletto,Hebatallah T***,22 March 2019,OK,was a very bad experience will never ever order from you
Rigoletto,Zack j***,08 July 2016,OK,Worst resturant in Zamalek - They are always late and even haven't delivered my order.
Rigoletto,Silke B***,21 February 2016,Very good,The date cinnamon ice cream is heaven
Rigoletto,Romain D***,28 November 2015,Very good,Good experience!
Miette,Heba E***,Today,Amazing,"Super overpriced, bread scars your mouth"
Miette,Dalia H***,03 December 2023,OK,Putting eggs on the toast made it soggy. Eggs next to the salad and fries made hen taste horrible
Asdikaa Mohandessin,Fathima K***,28 January 2024,OK,the butter was rotten and sour
Asdikaa Mohandessin,aya g***,23 January 2024,Amazing,the money that I supposed to be refunded has ignored totally and I had to pay myself in cash
Orouba Coffee,عبّد الله Y***,14 December 2023,OK,The coffee has very weird metal or iron taste. It doesn’t seem alright and it tastes bad.
Orouba Coffee,Ayman A***,06 December 2023,Amazing,thank you all
Orouba Coffee,Ahmed A***,05 August 2023,Amazing,special coffee is great
Il Divino Pizzeria,Ahmed H***,25 January 2024,Amazing,i got the pizza smashed together so hard it didn't resemble a pizza anymore. upside down and sideway
Il Divino Pizzeria,Andrew W***,18 January 2024,Good,the only that's fresh is the dough..
Il Divino Pizzeria,Ikon C***,18 January 2024,Very good,Very small shrimp portion
Il Divino Pizzeria,Rana A***,10 December 2023,OK,fresh tomatoes instead of sun dried one ! the chicken is leftovers !expensive pizza but tastes cheap
Il Divino Pizzeria,Marc P***,28 November 2023,OK,"as usual, 2 of the pizza toppings were all bunched up. like driver carry them vertically"
Il Divino Pizzeria,Abubaker E***,25 November 2023,Amazing,I just want to say thank you very much for the person who made this It’s perfetto
Il Divino Pizzeria,Seif A***,24 November 2023,OK,Worst pizza i have ever tasted in my entire life
Shobita Drink,Aly K***,14 October 2022,OK,Took so much time
Shobita Drink,Ahmed E***,01 July 2022,OK,I have paid for one beetroot salad 22 pound not delivered and not refund !!!!
Shobita Drink,Omar Sakr ***,27 August 2021,OK,apple juice is black freezed and not fresh
Subway,Lidya Z***,Today,OK,It got me sick
Subway,Allen G***,01 February 2024,Good,I never received the 2 Sprites.
Subway,Ismail E***,17 January 2024,OK,Poooor Quality 👎🏼
Subway,Jumana H***,11 January 2024,OK,horrible food
Subway,Ahmed e***,06 January 2024,OK,Wedges very cold and soggy - been made at least over 2 hours ago- sandwich quality too low
Dawar Om Hassan,Youssef Ibrahim ***,02 February 2024,OK,Very salty and burnt
Dawar Om Hassan,mohamed h***,23 January 2024,Amazing,i gave delivery guy 220 asked him for 10 he told me he doesn't have change and didn't want to pay re
Swirkies,Mohamed Omer ***,03 February 2024,OK,Too small and very high price
India Gate,Hanaa E***,23 January 2024,Very good,I asked not to include mushrooms but it was included
India Gate,Kamal N***,08 January 2024,Good,"samousa taste was very awful, shame."
India Gate,Mohammad I***,05 January 2024,OK,felt nausea after the makhani paneer . such bad cooking paneer's taste was horrible
India Gate,Ibtisam Affan Osman ***,03 January 2024,Amazing,Very delicious well done Speedy delivery well done
India Gate,Giovanna n***,28 December 2023,Very good,I did not bring white rice!
India Gate,Debashish B***,27 November 2023,Amazing,The PACKAGING Quality is not Good. The Curry fell in bag.
India Gate,Salman K***,23 November 2023,Very good,please do not use food colour.
I Seoul U,Tarek K***,26 December 2023,OK,I need someone to contact me nowwwww
I Seoul U,Omneya M***,17 December 2023,OK,ramen noodle recieved without a single piece of beef. they put hot soup in paper box so spilled out
I Seoul U,Alex F***,16 November 2023,Very good,Felt note of uncircumcised wild boar in all meat dishes. I hope it was just my imagination
I Seoul U,Habiba G***,10 October 2023,OK,Very small portions and Tastes horrible
I Seoul U,Maria R***,10 October 2023,Good,"I ordered the noodles with chicken, it came with vegetables only"
I Seoul U,Asmara A***,06 September 2023,OK,The shrimp roll on the picture is not fried. Fresh. But what I received was fried.
I Seoul U,Aya O***,24 June 2023,OK,The kimchi ramen was actually indomi and there was a taste of soup in the tetboki waste of money
I Seoul U,Mumina B***,15 May 2023,OK,Not very authentic and hygienic
I Seoul U,Salma D***,23 April 2023,Good,"Rice was not cooked, meat was so little. Yet, so happy to eat Korean jn dokki not Maadi :D"
I Seoul U,Omnia Y***,16 March 2023,OK,"Food tasted bad, unlike our visit to the restaurant itself, the food tastes like it had soap in it and the ramen missed the most important ingredient for ramen, the SOUP! DISAPPOINTED"
I Seoul U,Kesha S***,05 March 2023,OK,"The chicken was too small of a portion for that hefty price. It was also dry, the complete opposite of what butter chicken is supposed to be."
Tafwela,Islam A***,05 February 2024,OK,every time tha same problem in order and I told them many times and order not delivered refund
Fusion Sushi,Nour O***,22 January 2024,Very good,one of the best
Fusion Sushi,Rivka l***,05 January 2024,OK,From order to delivery it was 2 hours and 15 minutes. won't order from here again.
Fusion Sushi,Youstina S***,29 December 2023,OK,Very bad quality. Got pieces different than what I ordered.
Fusion Sushi,Victoria A***,28 December 2023,Amazing,Wow so fresh 🥰
Fusion Sushi,Dina E***,18 December 2023,OK,There was missing item and i tried to make a refund but nothing happened and no one contacted me
Fusion Sushi,Ziena A***,16 December 2023,Amazing,fresh and fast delivery
Fusion Sushi,Ahmed H***,16 December 2023,Good,"Rice under cooked. No wasabi, horrible flavor. never again."
Fusion Sushi,First Name L***,21 October 2023,Amazing,really amazing sushi
Wings,Shadi K***,19 October 2023,OK,One box of triple chicken was EXTRA EXTRA salty I couldn’t eat it and threw it out I won’t be ordering from Wings again !
Wings,Brandon C***,05 September 2023,OK,Food Poisoning
Wings,Georgina R***,01 September 2023,Good,Takes too much time
Wings,Nada E***,25 June 2023,OK,The taste is awful!
Wings,Ahmed N***,03 February 2023,Amazing,thanks a lot
Wings,Кареньгин В***,31 January 2023,OK,There is my toy?
Asmak Anwar El Hussein - Heliopolis,Jessi S***,07 January 2024,OK,Delivery was over 2 hours late for an order of 2 soups
Asmak Anwar El Hussein - Heliopolis,yara a***,05 November 2023,OK,i recieved rotten fish
Asmak Anwar El Hussein - Heliopolis,Andy J***,24 May 2023,OK,One of the worst services I encountered since using Talabat. Did not get the correct order. The food was bad let alone the packaging. The grilled fish was too small that it got burnt. Please Talabata do not just pick anyone this has to do with your brand as well as people's health.
Asmak Anwar El Hussein - Heliopolis,Mohamed k***,16 May 2023,OK,the food especially the sea food is a way below expectations and was actually fish not sea food
Asmak Anwar El Hussein - Heliopolis,Hassan s***,12 May 2023,Good,This food make my family sick throwing up be diarrea we call them but didn’t want to answer
Asmak Anwar El Hussein - Heliopolis,rana a***,10 May 2023,OK,the shrimp tasted disgusting and it wasnt fresh
Mini Beirut,Nimra S***,Today,Very good,Good but yalanji rice was very hard
Mini Beirut,Alex S***,31 December 2023,Very good,Hallo. Shawerma must be more hot. It was low hot. Bread must be crosser. Thanks
Mini Beirut,DDAA K***,29 December 2023,OK,The food cold the shish kebab chicken Raw and bad taste
Mini Beirut,Ola E***,24 December 2023,OK,the order was all wrong. horrible service
Mini Beirut,Mustafa M***,12 December 2023,OK,"Order is served in a very bad way,loaf smells stinky chickens are wasteful,very disgusting experience"
Mini Beirut,Hazem E***,05 October 2023,Good,"Ordered cheesecake slice, got the cheaper cheesecake cup! Restaurant owes me! Talabat won't help!"
Mini Beirut,Nadim A***,04 October 2023,Amazing,Thank you. Very nice
Mini Beirut,J H***,25 September 2023,Amazing,Very nice food. thank you
Mini Beirut,Jeremy C***,12 September 2023,Good,Drink was not included in the order. 👎🏼
Mini Beirut,salma s***,10 September 2023,OK,Takes way too long and got my order wrong
Mini Beirut,Farah E***,14 August 2023,OK,"I order from mini beirut almost every other day this was the worst manakeesh I have eaten ever and I am Lebanese, you guys put kiri cheese!!! it was disgusting! haraam to present Lebanese food in such a disgusting and untasful way! If you have a new chef, then he has no idea what he is doing! if you are trying to save costs please mention rhat the item is not available or mention that it is Kiri cheese! otherwise it is cheating!!!"
Mini Beirut,Marwa M***,01 August 2023,Amazing,Very tasty and I recommend it
Mini Beirut,Mustafa M***,19 July 2023,Very good,"Taboula is not well done, Cola is zero(diet) and I like it original, GBS tracking is not available."
Mini Beirut,First Name L***,14 July 2023,Good,I received the food hot and I thought oh perfect! And then I tasted the worssst thing ever.
Mini Beirut,mustafa j***,09 July 2023,Very good,kafta manakish not cooked well also spinach manakish need lemon and salt
Mini Beirut,Noha A***,08 July 2023,Good,Fattah rice wasn't basmati rice as described. Rice was not Fresh and did't taste good.
Mini Beirut,Dalia S***,07 July 2023,OK,"The potato wedges had no taste and the sandwich was terrible. It was meat not sausages and it was not cooked well, it was medium rare done."
Mini Beirut,Noha A***,14 June 2023,Very good,"Everything was great except the delivery time was slightly long, but food arrived very warm & fresh"
Mini Beirut,Sherif T***,13 June 2023,Amazing,"This is one of the places I love ordering from regularly now. Always impressive. Creative new items and very authentic flavors. Perfect packaging and one of the places where everything just go smooth! You order, and in few minutes you just receive the order simply and perfectly. Thank you"
Mini Beirut,nour m***,08 June 2023,Very good,The food is perfect و لا غلطة ♥️
Mini Beirut,Tanita K***,29 May 2023,Amazing,very respectful courier :)
Mini Beirut,Sixtine D***,26 May 2023,Good,the potatoes were missing !!!!!!!!!
Mini Beirut,hoda s***,17 May 2023,Amazing,the best lebanese manoucheh sausage and cheese😋😋❤
Mini Beirut,hoda s***,17 May 2023,Amazing,"very excellent restaurant, thank you the mini beirut team❤😘"
Mini Beirut,hoda s***,17 May 2023,Amazing,The food is very tasty and i advice you to try it❤
